# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment
#
# total peaks = 16799
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 182
# genome size = 2000000000
# Total tags = 1635265.0
# Total tags in peaks = 549406.0
# Approximate IP efficiency = 33.60%
# tags per bp = 0.000800
# expected tags per peak = 0.400
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 126776
#
# input tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment -o /home/81841b21-3124-4bba-b3f3-563705705a5b/module_out/mouse_heart_H3K4me3_rep2.homer.txt -i /home/81841b21-3124-4bba-b3f3-563705705a5b/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr14-2661	chr14	55681034	55682130	+	226.3	1096.000	8.000000	37.0	0.8	44.59	3.18e-47	0.94
chr14-2955	chr14	57889117	57890690	+	226.3	1573.000	7.000000	37.0	0.4	89.18	3.50e-58	0.98
chr14-2437	chr14	59625064	59627202	+	226.3	2138.000	9.000000	37.0	1.7	22.30	1.99e-36	0.90
chr14-1988	chr14	65837129	65838379	+	226.3	1250.000	11.000000	37.0	0.8	44.59	3.18e-47	0.97
chr14-497	chr14	103650162	103651202	+	226.3	1040.000	22.000000	37.0	0.8	44.59	3.18e-47	1.02
chr15-75	chr15	36496278	36497032	+	226.3	754.000	32.000000	37.0	0.4	89.18	3.50e-58	1.04
chr15-56	chr15	52712471	52713368	+	226.3	897.000	33.000000	37.0	0.8	44.59	3.18e-47	0.94
chr15-2674	chr15	73511983	73513418	+	226.3	1435.000	9.000000	37.0	0.8	44.59	3.18e-47	0.98
chr15-2703	chr15	76870447	76871736	+	226.3	1289.000	9.000000	37.0	0.4	89.18	3.50e-58	0.93
chr15-2984	chr15	78405380	78407363	+	226.3	1983.000	8.000000	37.0	3.3	11.15	5.45e-26	0.93
chr15-1989	chr15	83148174	83149616	+	226.3	1442.000	12.000000	37.0	1.7	22.30	1.99e-36	0.93
chr15-248	chr15	83171648	83172973	+	226.3	1325.000	26.000000	37.0	0.8	44.59	3.18e-47	0.87
chr15-912	chr15	85205963	85207600	+	226.3	1637.000	18.000000	37.0	0.8	44.59	3.18e-47	0.89
chr15-3038	chr15	86032739	86034386	+	226.3	1647.000	8.000000	37.0	0.4	89.18	3.50e-58	0.99
chr15-2807	chr15	98951864	98953693	+	226.3	1829.000	9.000000	37.0	1.7	22.30	1.99e-36	0.99
chr15-1444	chr15	103322679	103324042	+	226.3	1363.000	15.000000	37.0	0.8	44.59	3.18e-47	0.98
chr15-3464	chr15	103536721	103538372	+	226.3	1651.000	7.000000	37.0	1.7	22.30	1.99e-36	0.93
chr16-542	chr16	17069745	17070761	+	226.3	1016.000	20.000000	37.0	2.5	14.86	2.91e-30	0.97
chr16-2489	chr16	17721561	17723080	+	226.3	1519.000	7.000000	37.0	0.8	44.59	3.18e-47	0.87
chr16-1086	chr16	17833256	17834453	+	226.3	1197.000	15.000000	37.0	0.8	44.59	3.18e-47	0.99
chr16-740	chr16	18065989	18067385	+	226.3	1396.000	18.000000	37.0	0.8	44.59	3.18e-47	0.92
chr16-2554	chr16	32430176	32431602	+	226.3	1426.000	7.000000	37.0	0.8	44.59	3.18e-47	0.91
chr16-3146	chr16	43888711	43890526	+	226.3	1815.000	5.000000	37.0	0.8	44.59	3.18e-47	0.87
chr16-3203	chr16	85899167	85901735	+	226.3	2568.000	5.000000	37.0	0.8	44.59	3.18e-47	0.83
chr17-2064	chr17	15526531	15527628	+	226.3	1097.000	13.000000	37.0	0.4	89.18	3.50e-58	0.98
chr17-2848	chr17	15563326	15565100	+	226.3	1774.000	10.000000	37.0	1.7	22.30	1.99e-36	0.91
chr17-4308	chr17	23549123	23551532	+	226.3	2409.000	6.000000	37.0	0.8	44.59	3.18e-47	0.67
chr17-3185	chr17	23725783	23727584	+	226.3	1801.000	9.000000	37.0	3.3	11.15	5.45e-26	0.93
chr17-1350	chr17	31519776	31521194	+	226.3	1418.000	17.000000	37.0	1.7	22.30	1.99e-36	0.92
chr17-1916	chr17	32890843	32892258	+	226.3	1415.000	14.000000	37.0	0.8	44.59	3.18e-47	0.92
chr17-143	chr17	35879780	35880683	+	226.3	903.000	32.000000	37.0	0.8	44.59	3.18e-47	0.98
chr17-4516	chr17	42874978	42877065	+	226.3	2087.000	6.000000	37.0	1.7	22.30	1.99e-36	0.90
chr17-2172	chr17	43666506	43668134	+	226.3	1628.000	13.000000	37.0	2.5	14.86	2.91e-30	0.87
chr17-3330	chr17	46673218	46674613	+	226.3	1395.000	9.000000	37.0	0.8	44.59	3.18e-47	0.93
chr17-4551	chr17	46772099	46773599	+	226.3	1500.000	6.000000	37.0	0.8	44.59	3.18e-47	0.93
chr17-3715	chr17	51831625	51833436	+	226.3	1811.000	8.000000	37.0	1.7	22.30	1.99e-36	0.90
chr17-3378	chr17	56989373	56990824	+	226.3	1451.000	9.000000	37.0	0.8	44.59	3.18e-47	0.99
chr17-2510	chr17	57059131	57060802	+	226.3	1671.000	12.000000	37.0	0.4	89.18	3.50e-58	0.88
chr18-809	chr18	10325005	10326188	+	226.3	1183.000	16.000000	37.0	0.4	89.18	3.50e-58	0.98
chr18-1382	chr18	25167958	25169706	+	226.3	1748.000	12.000000	37.0	1.7	22.30	1.99e-36	0.88
chr18-714	chr18	31609168	31610195	+	226.3	1027.000	17.000000	37.0	2.5	14.86	2.91e-30	0.94
chr18-511	chr18	52767880	52768955	+	226.3	1075.000	20.000000	37.0	0.4	89.18	3.50e-58	0.94
chr18-2022	chr18	61785704	61787006	+	226.3	1302.000	9.000000	37.0	1.7	22.30	1.99e-36	0.98
chr19-3354	chr19	5087829	5089551	+	226.3	1722.000	5.000000	37.0	0.8	44.59	3.18e-47	0.94
chr19-2733	chr19	5609158	5610659	+	226.3	1501.000	7.000000	37.0	3.3	11.15	5.45e-26	0.98
chr19-1828	chr19	6234993	6236334	+	226.3	1341.000	11.000000	37.0	0.4	89.18	3.50e-58	0.98
chr19-2068	chr19	8735455	8736499	+	226.3	1044.000	10.000000	37.0	0.4	89.18	3.50e-58	0.98
chr19-3472	chr19	12005012	12007808	+	226.3	2796.000	5.000000	37.0	1.7	22.30	1.99e-36	0.99
chr19-2313	chr19	12500754	12502234	+	226.3	1480.000	9.000000	37.0	0.8	44.59	3.18e-47	0.93
chr19-3504	chr19	23272682	23274100	+	226.3	1418.000	5.000000	37.0	1.7	22.30	1.99e-36	1.04
chr19-1914	chr19	36083279	36085095	+	226.3	1816.000	11.000000	37.0	0.4	89.18	3.50e-58	1.05
chr19-2372	chr19	40587533	40588840	+	226.3	1307.000	9.000000	37.0	0.8	44.59	3.18e-47	0.94
chr19-1938	chr19	42090319	42091472	+	226.3	1153.000	11.000000	37.0	0.8	44.59	3.18e-47	0.94
chr19-3311	chr19	59942785	59944059	+	226.3	1274.000	6.000000	37.0	1.7	22.30	1.99e-36	0.94
chrX-1223	chrX	7762365	7764247	+	226.3	1882.000	7.000000	37.0	0.8	44.59	3.18e-47	0.90
chrX-747	chrX	10717353	10719300	+	226.3	1947.000	9.000000	37.0	1.7	22.30	1.99e-36	0.90
chr1-120	chr1	5083162	5084050	+	220.1	888.000	32.000000	36.0	0.4	86.77	3.12e-56	0.98
chr1-4114	chr1	18057431	18058931	+	220.1	1500.000	8.000000	36.0	0.4	86.77	3.12e-56	0.93
chr1-99	chr1	36691770	36692531	+	220.1	761.000	33.000000	36.0	0.8	43.39	1.42e-45	0.94
chr1-756	chr1	59236777	59237994	+	220.1	1217.000	22.000000	36.0	0.4	86.77	3.12e-56	0.99
chr1-2212	chr1	79760844	79762152	+	220.1	1308.000	14.000000	36.0	0.4	86.77	3.12e-56	0.98
chr1-4711	chr1	86586713	86587885	+	220.1	1172.000	7.000000	36.0	1.7	21.69	4.44e-35	0.94
chr1-931	chr1	163311923	163314105	+	220.1	2182.000	21.000000	36.0	0.4	86.77	3.12e-56	0.67
chr1-2573	chr1	163403076	163404344	+	220.1	1268.000	13.000000	36.0	0.4	86.77	3.12e-56	0.94
chr1-4418	chr1	164248358	164250217	+	220.1	1859.000	8.000000	36.0	0.8	43.39	1.42e-45	0.91
chr1-2080	chr1	179516979	179518250	+	220.1	1271.000	15.000000	36.0	0.4	86.77	3.12e-56	0.91
chr2-3327	chr2	6129249	6130473	+	220.1	1224.000	13.000000	36.0	0.8	43.39	1.42e-45	1.02
chr2-7699	chr2	20519350	20521259	+	220.1	1909.000	5.000000	36.0	0.4	86.77	3.12e-56	0.90
chr2-2691	chr2	28446304	28447563	+	220.1	1259.000	15.000000	36.0	0.4	86.77	3.12e-56	0.93
chr2-4661	chr2	30123747	30125222	+	220.1	1475.000	10.000000	36.0	1.7	21.69	4.44e-35	0.92
chr2-4191	chr2	30205250	30206627	+	220.1	1377.000	11.000000	36.0	0.8	43.39	1.42e-45	0.93
chr2-5707	chr2	31572158	31573619	+	220.1	1461.000	8.000000	36.0	0.8	43.39	1.42e-45	0.92
chr2-6356	chr2	33129696	33131890	+	220.1	2194.000	7.000000	36.0	1.7	21.69	4.44e-35	0.89
chr2-1288	chr2	69789234	69790316	+	220.1	1082.000	21.000000	36.0	1.7	21.69	4.44e-35	0.93
chr2-5835	chr2	77815877	77817468	+	220.1	1591.000	8.000000	36.0	1.7	21.69	4.44e-35	0.92
chr2-258	chr2	91962962	91963893	+	220.1	931.000	30.000000	36.0	0.4	86.77	3.12e-56	0.93
chr2-3893	chr2	92433265	92434743	+	220.1	1478.000	12.000000	36.0	0.8	43.39	1.42e-45	0.92
chr2-5886	chr2	92599185	92600845	+	220.1	1660.000	8.000000	36.0	0.8	43.39	1.42e-45	0.98
chr2-8105	chr2	103483353	103485790	+	220.1	2437.000	5.000000	36.0	0.8	43.39	1.42e-45	0.89
chr2-5401	chr2	125781876	125783183	+	220.1	1307.000	9.000000	36.0	1.7	21.69	4.44e-35	0.98
chr2-2538	chr2	127008538	127009593	+	220.1	1055.000	16.000000	36.0	0.4	86.77	3.12e-56	0.98
chr2-3210	chr2	129296499	129298067	+	220.1	1568.000	14.000000	36.0	0.4	86.77	3.12e-56	0.88
chr2-4914	chr2	131178919	131180332	+	220.1	1413.000	10.000000	36.0	1.7	21.69	4.44e-35	0.93
chr2-2288	chr2	145934080	145934985	+	220.1	905.000	17.000000	36.0	1.7	21.69	4.44e-35	0.94
chr2-9744	chr2	158666946	158668578	+	220.1	1632.000	4.000000	36.0	0.4	86.77	3.12e-56	1.19
chr2-1032	chr2	166786268	166787348	+	220.1	1080.000	23.000000	36.0	2.5	14.46	4.33e-29	0.93
chr2-8552	chr2	180224485	180226113	+	220.1	1628.000	5.000000	36.0	0.8	43.39	1.42e-45	0.92
chr2-5055	chr2	181496581	181498070	+	220.1	1489.000	10.000000	36.0	1.7	21.69	4.44e-35	0.93
chr3-111	chr3	10439521	10440350	+	220.1	829.000	31.000000	36.0	0.4	86.77	3.12e-56	0.93
chr3-1354	chr3	14533628	14534862	+	220.1	1234.000	16.000000	36.0	0.4	86.77	3.12e-56	0.98
chr3-1550	chr3	28805162	28806494	+	220.1	1332.000	15.000000	36.0	0.4	86.77	3.12e-56	0.93
chr3-4678	chr3	30011594	30013569	+	220.1	1975.000	5.000000	36.0	1.7	21.69	4.44e-35	0.88
chr3-2782	chr3	36474768	36476394	+	220.1	1626.000	10.000000	36.0	0.8	43.39	1.42e-45	0.99
chr3-3102	chr3	36689049	36690427	+	220.1	1378.000	9.000000	36.0	1.7	21.69	4.44e-35	0.93
chr3-3458	chr3	49755894	49757730	+	220.1	1836.000	8.000000	36.0	2.5	14.46	4.33e-29	0.92
chr3-2851	chr3	84479182	84480862	+	220.1	1680.000	10.000000	36.0	3.3	10.85	6.09e-25	0.91
chr3-2549	chr3	88424246	88425535	+	220.1	1289.000	11.000000	36.0	0.4	86.77	3.12e-56	0.94
chr3-3976	chr3	95041607	95042946	+	220.1	1339.000	7.000000	36.0	0.8	43.39	1.42e-45	0.98
chr3-1660	chr3	95870802	95872722	+	220.1	1920.000	15.000000	36.0	0.8	43.39	1.42e-45	0.88
chr3-3627	chr3	97658091	97659527	+	220.1	1436.000	8.000000	36.0	1.7	21.69	4.44e-35	0.98
chr3-4983	chr3	97766853	97768416	+	220.1	1563.000	5.000000	36.0	1.7	21.69	4.44e-35	0.93
chr3-271	chr3	103171742	103173021	+	220.1	1279.000	27.000000	36.0	1.7	21.69	4.44e-35	0.90
chr3-2644	chr3	105704642	105705717	+	220.1	1075.000	11.000000	36.0	0.4	86.77	3.12e-56	0.94
chr3-756	chr3	127161621	127162811	+	220.1	1190.000	21.000000	36.0	0.4	86.77	3.12e-56	0.92
chr3-866	chr3	135485294	135486330	+	220.1	1036.000	20.000000	36.0	1.7	21.69	4.44e-35	0.94
chr4-3450	chr4	17852949	17855004	+	220.1	2055.000	11.000000	36.0	1.7	21.69	4.44e-35	0.87
chr4-5573	chr4	33188561	33189913	+	220.1	1352.000	6.000000	36.0	0.4	86.77	3.12e-56	1.03
chr4-1388	chr4	85205109	85206393	+	220.1	1284.000	19.000000	36.0	2.5	14.46	4.33e-29	0.93
chr4-6371	chr4	86668879	86670528	+	220.1	1649.000	5.000000	36.0	2.5	14.46	4.33e-29	0.92
chr4-3921	chr4	91371033	91372424	+	220.1	1391.000	10.000000	36.0	1.7	21.69	4.44e-35	0.98
chr4-5274	chr4	117288303	117289895	+	220.1	1592.000	7.000000	36.0	0.4	86.77	3.12e-56	0.94
chr4-2993	chr4	137861785	137863120	+	220.1	1335.000	13.000000	36.0	2.5	14.46	4.33e-29	1.03
chr4-4534	chr4	142238147	142239561	+	220.1	1414.000	9.000000	36.0	2.5	14.46	4.33e-29	0.98
chr4-2415	chr4	143211883	143213180	+	220.1	1297.000	15.000000	36.0	0.4	86.77	3.12e-56	0.93
chr4-328	chr4	147124745	147125549	+	220.1	804.000	29.000000	36.0	0.4	86.77	3.12e-56	1.03
chr4-6806	chr4	147847385	147848944	+	220.1	1559.000	5.000000	36.0	0.8	43.39	1.42e-45	0.93
chr4-3734	chr4	148139937	148141260	+	220.1	1323.000	11.000000	36.0	0.4	86.77	3.12e-56	0.93
chr4-849	chr4	155694260	155695566	+	220.1	1306.000	23.000000	36.0	1.7	21.69	4.44e-35	0.99
chr5-881	chr5	23850506	23851976	+	220.1	1470.000	22.000000	36.0	0.4	86.77	3.12e-56	0.88
chr5-6303	chr5	31697133	31698775	+	220.1	1642.000	5.000000	36.0	1.7	21.69	4.44e-35	0.93
chr5-5746	chr5	35574243	35575473	+	220.1	1230.000	6.000000	36.0	1.7	21.69	4.44e-35	0.94
chr5-2664	chr5	36581410	36582969	+	220.1	1559.000	14.000000	36.0	1.7	21.69	4.44e-35	0.91
chr5-461	chr5	36988428	36989625	+	220.1	1197.000	26.000000	36.0	1.7	21.69	4.44e-35	0.90
chr5-3972	chr5	77094330	77095358	+	220.1	1028.000	10.000000	36.0	0.4	86.77	3.12e-56	0.94
chr5-4399	chr5	92602457	92604036	+	220.1	1579.000	9.000000	36.0	1.7	21.69	4.44e-35	0.99
chr5-4018	chr5	107986120	107987755	+	220.1	1635.000	10.000000	36.0	0.8	43.39	1.42e-45	0.92
chr5-6612	chr5	115193135	115194851	+	220.1	1716.000	5.000000	36.0	0.4	86.77	3.12e-56	0.93
chr5-4072	chr5	121848548	121850274	+	220.1	1726.000	10.000000	36.0	0.4	86.77	3.12e-56	0.88
chr5-419	chr5	122707361	122708264	+	220.1	903.000	27.000000	36.0	0.4	86.77	3.12e-56	0.98
chr5-1145	chr5	123572352	123573254	+	220.1	902.000	21.000000	36.0	0.4	86.77	3.12e-56	0.94
chr5-5114	chr5	143817185	143818733	+	220.1	1548.000	8.000000	36.0	0.4	86.77	3.12e-56	0.93
chr5-3810	chr5	145190453	145191822	+	220.1	1369.000	11.000000	36.0	0.8	43.39	1.42e-45	0.92
chr5-519	chr5	145280527	145281585	+	220.1	1058.000	26.000000	36.0	0.4	86.77	3.12e-56	0.93
chr6-2665	chr6	28420683	28422167	+	220.1	1484.000	10.000000	36.0	1.7	21.69	4.44e-35	0.98
chr6-2428	chr6	48085563	48086865	+	220.1	1302.000	11.000000	36.0	0.8	43.39	1.42e-45	1.03
chr6-4711	chr6	57533462	57535539	+	220.1	2077.000	5.000000	36.0	1.7	21.69	4.44e-35	0.91
chr6-656	chr6	85431761	85432847	+	220.1	1086.000	21.000000	36.0	0.8	43.39	1.42e-45	0.94
chr6-1212	chr6	87913890	87915086	+	220.1	1196.000	17.000000	36.0	0.4	86.77	3.12e-56	0.98
chr6-1420	chr6	120293864	120295180	+	220.1	1316.000	16.000000	36.0	1.7	21.69	4.44e-35	0.92
chr6-3188	chr6	120821840	120823032	+	220.1	1192.000	9.000000	36.0	0.8	43.39	1.42e-45	0.97
chr6-2591	chr6	125215105	125216522	+	220.1	1417.000	11.000000	36.0	3.3	10.85	6.09e-25	0.92
chr6-2328	chr6	129532957	129534340	+	220.1	1383.000	12.000000	36.0	1.7	21.69	4.44e-35	0.93
chr6-2927	chr6	145862516	145864221	+	220.1	1705.000	10.000000	36.0	2.5	14.46	4.33e-29	0.91
chr6-709	chr6	147042658	147043901	+	220.1	1243.000	21.000000	36.0	0.4	86.77	3.12e-56	0.99
chr7-839	chr7	12478304	12479712	+	220.1	1408.000	21.000000	36.0	0.4	86.77	3.12e-56	0.90
chr7-5513	chr7	28597178	28598583	+	220.1	1405.000	7.000000	36.0	0.8	43.39	1.42e-45	0.94
chr7-2725	chr7	28741192	28742410	+	220.1	1218.000	13.000000	36.0	2.5	14.46	4.33e-29	0.93
chr7-732	chr7	28981266	28982928	+	220.1	1662.000	22.000000	36.0	0.4	86.77	3.12e-56	0.75
chr7-3477	chr7	29983620	29985096	+	220.1	1476.000	11.000000	36.0	0.4	86.77	3.12e-56	0.92
chr7-5528	chr7	30089265	30091321	+	220.1	2056.000	7.000000	36.0	0.8	43.39	1.42e-45	0.99
chr7-218	chr7	34132536	34133692	+	220.1	1156.000	29.000000	36.0	0.8	43.39	1.42e-45	0.90
chr7-3509	chr7	35802049	35803385	+	220.1	1336.000	11.000000	36.0	0.8	43.39	1.42e-45	0.93
chr7-5571	chr7	38182621	38184282	+	220.1	1661.000	7.000000	36.0	0.8	43.39	1.42e-45	0.89
chr7-4492	chr7	46957604	46959123	+	220.1	1519.000	9.000000	36.0	0.4	86.77	3.12e-56	0.93
chr7-4049	chr7	75848151	75849622	+	220.1	1471.000	10.000000	36.0	0.8	43.39	1.42e-45	0.92
chr7-897	chr7	80232192	80233400	+	220.1	1208.000	21.000000	36.0	1.7	21.69	4.44e-35	0.99
chr7-5706	chr7	80294077	80295523	+	220.1	1446.000	7.000000	36.0	0.4	86.77	3.12e-56	1.03
chr7-4100	chr7	98814624	98816829	+	220.1	2205.000	10.000000	36.0	2.5	14.46	4.33e-29	0.80
chr7-2866	chr7	98834841	98836662	+	220.1	1821.000	13.000000	36.0	0.8	43.39	1.42e-45	0.89
chr7-1268	chr7	99535201	99536484	+	220.1	1283.000	19.000000	36.0	1.7	21.69	4.44e-35	0.92
chr7-2226	chr7	99858157	99859461	+	220.1	1304.000	15.000000	36.0	0.8	43.39	1.42e-45	0.93
chr7-1284	chr7	110843680	110844727	+	220.1	1047.000	19.000000	36.0	0.8	43.39	1.42e-45	0.94
chr7-2574	chr7	118993863	118995504	+	220.1	1641.000	14.000000	36.0	0.8	43.39	1.42e-45	0.92
chr7-3303	chr7	128417689	128418923	+	220.1	1234.000	12.000000	36.0	0.4	86.77	3.12e-56	0.98
chr7-1536	chr7	132859056	132860125	+	220.1	1069.000	18.000000	36.0	0.4	86.77	3.12e-56	0.94
chr7-5912	chr7	134670270	134671756	+	220.1	1486.000	7.000000	36.0	0.8	43.39	1.42e-45	0.94
chr8-4797	chr8	25975921	25977175	+	220.1	1254.000	6.000000	36.0	1.7	21.69	4.44e-35	0.97
chr8-2938	chr8	31150158	31151502	+	220.1	1344.000	11.000000	36.0	0.8	43.39	1.42e-45	0.92
chr8-3259	chr8	34107493	34108943	+	220.1	1450.000	10.000000	36.0	0.8	43.39	1.42e-45	0.93
chr8-4406	chr8	57326323	57329819	+	220.1	3496.000	7.000000	36.0	2.5	14.46	4.33e-29	0.67
chr8-2203	chr8	69973335	69974869	+	220.1	1534.000	14.000000	36.0	3.3	10.85	6.09e-25	0.90
chr8-2697	chr8	70527165	70528598	+	220.1	1433.000	12.000000	36.0	1.7	21.69	4.44e-35	0.93
chr8-375	chr8	71611150	71612506	+	220.1	1356.000	26.000000	36.0	0.8	43.39	1.42e-45	0.88
chr8-33	chr8	71881896	71882674	+	220.1	778.000	35.000000	36.0	0.4	86.77	3.12e-56	0.94
chr8-1583	chr8	82773362	82774443	+	220.1	1081.000	17.000000	36.0	0.8	43.39	1.42e-45	0.94
chr8-4139	chr8	83652082	83653810	+	220.1	1728.000	8.000000	36.0	0.8	43.39	1.42e-45	0.92
chr8-3773	chr8	83874692	83875949	+	220.1	1257.000	9.000000	36.0	1.7	21.69	4.44e-35	0.94
chr8-2767	chr8	85492141	85493682	+	220.1	1541.000	12.000000	36.0	2.5	14.46	4.33e-29	0.98
chr8-1814	chr8	95633353	95634574	+	220.1	1221.000	16.000000	36.0	0.8	43.39	1.42e-45	0.93
chr8-3112	chr8	104640581	104641942	+	220.1	1361.000	11.000000	36.0	1.7	21.69	4.44e-35	0.92
chr8-5111	chr8	106135925	106137293	+	220.1	1368.000	6.000000	36.0	0.4	86.77	3.12e-56	0.93
chr8-4234	chr8	107150356	107151636	+	220.1	1280.000	8.000000	36.0	0.8	43.39	1.42e-45	0.98
chr8-6958	chr8	123981910	123983392	+	220.1	1482.000	4.000000	36.0	0.8	43.39	1.42e-45	0.94
chr8-716	chr8	124520623	124521672	+	220.1	1049.000	23.000000	36.0	0.4	86.77	3.12e-56	0.94
chr8-4705	chr8	126421780	126423475	+	220.1	1695.000	7.000000	36.0	0.8	43.39	1.42e-45	0.93
chr8-2874	chr8	129233445	129235241	+	220.1	1796.000	12.000000	36.0	0.8	43.39	1.42e-45	0.91
chr9-2411	chr9	21002453	21003654	+	220.1	1201.000	13.000000	36.0	1.7	21.69	4.44e-35	0.98
chr9-5536	chr9	40191409	40193266	+	220.1	1857.000	5.000000	36.0	0.8	43.39	1.42e-45	0.92
chr9-2767	chr9	46282548	46283716	+	220.1	1168.000	12.000000	36.0	0.8	43.39	1.42e-45	0.94
chr9-3377	chr9	51007936	51009222	+	220.1	1286.000	10.000000	36.0	0.8	43.39	1.42e-45	0.98
chr9-4108	chr9	51278201	51279701	+	220.1	1500.000	8.000000	36.0	0.8	43.39	1.42e-45	0.92
chr9-4130	chr9	56950160	56951757	+	220.1	1597.000	8.000000	36.0	0.8	43.39	1.42e-45	0.90
chr9-4582	chr9	57835227	57837038	+	220.1	1811.000	7.000000	36.0	1.7	21.69	4.44e-35	0.92
chr9-3793	chr9	72958133	72959193	+	220.1	1060.000	9.000000	36.0	0.4	86.77	3.12e-56	0.98
chr9-4254	chr9	92541661	92543181	+	220.1	1520.000	8.000000	36.0	1.7	21.69	4.44e-35	0.89
chr9-5198	chr9	98031788	98033661	+	220.1	1873.000	6.000000	36.0	0.4	86.77	3.12e-56	0.88
chr9-2921	chr9	108507463	108509136	+	220.1	1673.000	12.000000	36.0	0.8	43.39	1.42e-45	0.93
chr9-273	chr9	108597035	108597932	+	220.1	897.000	29.000000	36.0	0.4	86.77	3.12e-56	0.94
chr9-5965	chr9	108691675	108693414	+	220.1	1739.000	5.000000	36.0	0.4	86.77	3.12e-56	1.04
chr9-1647	chr9	114843639	114844701	+	220.1	1062.000	17.000000	36.0	0.8	43.39	1.42e-45	0.94
chr10-870	chr10	7725852	7726918	+	220.1	1066.000	20.000000	36.0	0.8	43.39	1.42e-45	0.93
chr10-4871	chr10	8517214	8519332	+	220.1	2118.000	5.000000	36.0	1.7	21.69	4.44e-35	0.93
chr10-4033	chr10	34296916	34298545	+	220.1	1629.000	7.000000	36.0	0.8	43.39	1.42e-45	0.98
chr10-2735	chr10	52690376	52691883	+	220.1	1507.000	11.000000	36.0	0.4	86.77	3.12e-56	0.93
chr10-4566	chr10	72654205	72655977	+	220.1	1772.000	6.000000	36.0	0.4	86.77	3.12e-56	0.93
chr10-1089	chr10	73099130	73100474	+	220.1	1344.000	19.000000	36.0	0.4	86.77	3.12e-56	0.99
chr10-3757	chr10	78411916	78413440	+	220.1	1524.000	8.000000	36.0	0.8	43.39	1.42e-45	1.04
chr10-3792	chr10	80260045	80262240	+	220.1	2195.000	8.000000	36.0	2.5	14.46	4.33e-29	0.67
chr10-2568	chr10	81320926	81322142	+	220.1	1216.000	12.000000	36.0	0.4	86.77	3.12e-56	0.98
chr10-4246	chr10	86300183	86301781	+	220.1	1598.000	7.000000	36.0	1.7	21.69	4.44e-35	0.92
chr11-3306	chr11	17257236	17258611	+	220.1	1375.000	14.000000	36.0	0.8	43.39	1.42e-45	0.98
chr11-5104	chr11	31671124	31672554	+	220.1	1430.000	10.000000	36.0	0.4	86.77	3.12e-56	0.99
chr11-5766	chr11	61929165	61930883	+	220.1	1718.000	9.000000	36.0	0.8	43.39	1.42e-45	0.92
chr11-6393	chr11	65806463	65808156	+	220.1	1693.000	8.000000	36.0	0.8	43.39	1.42e-45	0.93
chr11-7081	chr11	72487954	72490164	+	220.1	2210.000	7.000000	36.0	1.7	21.69	4.44e-35	0.83
chr11-3833	chr11	73047679	73048998	+	220.1	1319.000	13.000000	36.0	1.7	21.69	4.44e-35	0.93
chr11-2776	chr11	84128956	84130314	+	220.1	1358.000	16.000000	36.0	0.4	86.77	3.12e-56	0.92
chr11-3118	chr11	86806903	86808102	+	220.1	1199.000	15.000000	36.0	0.4	86.77	3.12e-56	0.94
chr11-4369	chr11	98863241	98864700	+	220.1	1459.000	12.000000	36.0	0.8	43.39	1.42e-45	0.93
chr11-6040	chr11	101225642	101226835	+	220.1	1193.000	9.000000	36.0	0.8	43.39	1.42e-45	0.98
chr11-4415	chr11	103266625	103268254	+	220.1	1629.000	12.000000	36.0	3.3	10.85	6.09e-25	0.99
chr11-2525	chr11	105292532	105294376	+	220.1	1844.000	17.000000	36.0	1.7	21.69	4.44e-35	0.88
chr11-4475	chr11	116198396	116199640	+	220.1	1244.000	12.000000	36.0	0.8	43.39	1.42e-45	0.93
chr11-4017	chr11	116434064	116435346	+	220.1	1282.000	13.000000	36.0	2.5	14.46	4.33e-29	0.93
chr12-1266	chr12	44209310	44210382	+	220.1	1072.000	15.000000	36.0	1.7	21.69	4.44e-35	0.94
chr12-2014	chr12	50648354	50649936	+	220.1	1582.000	11.000000	36.0	1.7	21.69	4.44e-35	0.88
chr12-2789	chr12	76254711	76256621	+	220.1	1910.000	8.000000	36.0	1.7	21.69	4.44e-35	0.89
chr12-2528	chr12	79171743	79173138	+	220.1	1395.000	9.000000	36.0	0.8	43.39	1.42e-45	0.93
chr12-3433	chr12	101028126	101029607	+	220.1	1481.000	6.000000	36.0	0.8	43.39	1.42e-45	0.94
