# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment
#
# total peaks = 17438
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 172
# genome size = 2000000000
# Total tags = 1490767.0
# Total tags in peaks = 668168.0
# Approximate IP efficiency = 44.82%
# tags per bp = 0.000732
# expected tags per peak = 0.366
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 135445
#
# input tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 3
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment -o /home/0114084d-4a72-4cef-87b7-263e647b74e0/module_out/mouse_heart_H3K4me3_rep1.homer.txt -i /home/0114084d-4a72-4cef-87b7-263e647b74e0/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr19-3191	chr19	54044538	54045763	+	167.7	1225.000	8.000000	25.0	0.7	33.90	1.53e-29	0.91
chrX-1661	chrX	7721388	7722804	+	167.7	1416.000	7.000000	25.0	0.7	33.90	1.53e-29	0.91
chrX-1465	chrX	56609557	56611009	+	167.7	1452.000	8.000000	25.0	1.5	16.95	2.60e-22	0.99
chrX-1783	chrX	73823753	73825400	+	167.7	1647.000	7.000000	25.0	0.4	67.79	6.57e-37	0.88
chrX-1223	chrX	75415784	75417263	+	167.7	1479.000	9.000000	25.0	0.4	67.79	6.57e-37	0.89
chrX-39	chrX	85574015	85574837	+	167.7	822.000	22.000000	25.0	0.4	67.79	6.57e-37	0.93
chrX-1823	chrX	100493465	100495226	+	167.7	1761.000	7.000000	25.0	0.7	33.90	1.53e-29	0.80
chrX-259	chrX	103356543	103357741	+	167.7	1198.000	16.000000	25.0	0.4	67.79	6.57e-37	0.91
chrX-3022	chrX	103492734	103494817	+	167.7	2083.000	4.000000	25.0	0.4	67.79	6.57e-37	0.88
chrX-527	chrX	104413010	104414088	+	167.7	1078.000	13.000000	25.0	0.4	67.79	6.57e-37	0.93
chrX-699	chrX	150656089	150657442	+	167.7	1353.000	12.000000	25.0	0.4	67.79	6.57e-37	0.88
chr1-5189	chr1	12692069	12693710	+	161.0	1641.000	7.000000	24.0	0.4	65.08	4.46e-35	0.87
chr1-6408	chr1	120264440	120265830	+	161.0	1390.000	5.000000	24.0	0.7	32.54	5.17e-28	0.91
chr1-1598	chr1	127868784	127869576	+	161.0	792.000	20.000000	24.0	0.7	32.54	5.17e-28	0.99
chr1-1603	chr1	132298590	132299365	+	161.0	775.000	20.000000	24.0	0.4	65.08	4.46e-35	0.92
chr1-5001	chr1	133181237	133182948	+	161.0	1711.000	8.000000	24.0	1.5	16.27	4.41e-21	1.00
chr1-2763	chr1	166308870	166309917	+	161.0	1047.000	15.000000	24.0	1.5	16.27	4.41e-21	0.92
chr1-5117	chr1	176274769	176275881	+	161.0	1112.000	8.000000	24.0	0.7	32.54	5.17e-28	0.99
chr1-1648	chr1	180768088	180768986	+	161.0	898.000	20.000000	24.0	0.7	32.54	5.17e-28	0.98
chr1-4376	chr1	191989555	191990471	+	161.0	916.000	10.000000	24.0	0.7	32.54	5.17e-28	0.98
chr2-1211	chr2	32137436	32138066	+	161.0	630.000	25.000000	24.0	0.4	65.08	4.46e-35	0.93
chr2-4333	chr2	32646587	32648056	+	161.0	1469.000	13.000000	24.0	1.5	16.27	4.41e-21	0.75
chr2-1247	chr2	79428580	79429207	+	161.0	627.000	25.000000	24.0	0.7	32.54	5.17e-28	0.93
chr2-4822	chr2	84886452	84887840	+	161.0	1388.000	12.000000	24.0	0.7	32.54	5.17e-28	0.87
chr2-5696	chr2	91078260	91079175	+	161.0	915.000	10.000000	24.0	0.4	65.08	4.46e-35	0.93
chr2-1811	chr2	104122750	104123385	+	161.0	635.000	22.000000	24.0	1.5	16.27	4.41e-21	0.93
chr2-4081	chr2	122348366	122349438	+	161.0	1072.000	14.000000	24.0	1.5	16.27	4.41e-21	0.92
chr2-6842	chr2	127070389	127071596	+	161.0	1207.000	8.000000	24.0	0.7	32.54	5.17e-28	0.99
chr2-9059	chr2	129038477	129039679	+	161.0	1202.000	5.000000	24.0	0.7	32.54	5.17e-28	0.99
chr2-4936	chr2	131233926	131234834	+	161.0	908.000	12.000000	24.0	0.7	32.54	5.17e-28	0.98
chr2-3143	chr2	136387391	136388296	+	161.0	905.000	17.000000	24.0	1.5	16.27	4.41e-21	0.91
chr2-8252	chr2	152950914	152952071	+	161.0	1157.000	6.000000	24.0	1.5	16.27	4.41e-21	0.93
chr2-5909	chr2	166786151	166787313	+	161.0	1162.000	10.000000	24.0	0.7	32.54	5.17e-28	0.92
chr2-3843	chr2	167777374	167778407	+	161.0	1033.000	15.000000	24.0	0.7	32.54	5.17e-28	0.92
chr2-5459	chr2	170205256	170206294	+	161.0	1038.000	11.000000	24.0	0.7	32.54	5.17e-28	0.93
chr3-4493	chr3	40893351	40894845	+	161.0	1494.000	7.000000	24.0	0.7	32.54	5.17e-28	0.85
chr3-3545	chr3	69860025	69861443	+	161.0	1418.000	10.000000	24.0	1.5	16.27	4.41e-21	0.85
chr3-1517	chr3	80913174	80913937	+	161.0	763.000	19.000000	24.0	0.4	65.08	4.46e-35	0.93
chr3-4196	chr3	84190108	84191346	+	161.0	1238.000	8.000000	24.0	0.7	32.54	5.17e-28	0.91
chr3-3280	chr3	88509548	88510597	+	161.0	1049.000	11.000000	24.0	3.0	8.14	1.80e-14	0.92
chr3-1211	chr3	89183181	89183951	+	161.0	770.000	21.000000	24.0	0.7	32.54	5.17e-28	0.92
chr3-4649	chr3	96237301	96238573	+	161.0	1272.000	7.000000	24.0	2.2	10.85	3.66e-17	0.90
chr3-1412	chr3	108044411	108045316	+	161.0	905.000	20.000000	24.0	1.5	16.27	4.41e-21	0.92
chr3-3681	chr3	116251589	116252897	+	161.0	1308.000	10.000000	24.0	0.7	32.54	5.17e-28	1.08
chr3-1766	chr3	121171269	121172067	+	161.0	798.000	18.000000	24.0	0.7	32.54	5.17e-28	1.11
chr3-2867	chr3	131271383	131272381	+	161.0	998.000	13.000000	24.0	0.7	32.54	5.17e-28	0.93
chr3-4039	chr3	142168618	142169620	+	161.0	1002.000	9.000000	24.0	3.0	8.14	1.80e-14	0.93
chr4-6901	chr4	11386988	11388576	+	161.0	1588.000	5.000000	24.0	0.7	32.54	5.17e-28	0.83
chr4-3876	chr4	25281104	25282016	+	161.0	912.000	12.000000	24.0	0.7	32.54	5.17e-28	0.93
chr4-2014	chr4	44300739	44301808	+	161.0	1069.000	19.000000	24.0	0.4	65.08	4.46e-35	0.99
chr4-1630	chr4	45297060	45297824	+	161.0	764.000	21.000000	24.0	0.7	32.54	5.17e-28	0.93
chr4-6416	chr4	46506563	46507725	+	161.0	1162.000	6.000000	24.0	0.7	32.54	5.17e-28	0.98
chr4-4281	chr4	46601282	46602467	+	161.0	1185.000	11.000000	24.0	1.5	16.27	4.41e-21	0.91
chr4-5037	chr4	62479556	62480711	+	161.0	1155.000	9.000000	24.0	1.5	16.27	4.41e-21	0.92
chr4-5076	chr4	97771693	97773077	+	161.0	1384.000	9.000000	24.0	0.7	32.54	5.17e-28	0.99
chr4-2762	chr4	103313672	103314575	+	161.0	903.000	16.000000	24.0	0.4	65.08	4.46e-35	0.94
chr4-3675	chr4	117926618	117927431	+	161.0	813.000	13.000000	24.0	0.4	65.08	4.46e-35	0.98
chr4-4788	chr4	126262073	126263177	+	161.0	1104.000	10.000000	24.0	0.7	32.54	5.17e-28	0.99
chr4-5657	chr4	126556317	126557810	+	161.0	1493.000	8.000000	24.0	0.4	65.08	4.46e-35	0.87
chr4-4425	chr4	128961806	128962744	+	161.0	938.000	11.000000	24.0	0.4	65.08	4.46e-35	0.93
chr4-6252	chr4	139092131	139093463	+	161.0	1332.000	7.000000	24.0	0.7	32.54	5.17e-28	0.92
chr4-3784	chr4	141213828	141214781	+	161.0	953.000	13.000000	24.0	0.4	65.08	4.46e-35	0.98
chr4-3439	chr4	143299028	143300443	+	161.0	1415.000	14.000000	24.0	1.5	16.27	4.41e-21	0.50
chr4-1753	chr4	147442975	147443727	+	161.0	752.000	21.000000	24.0	0.7	32.54	5.17e-28	0.98
chr4-7546	chr4	147808812	147809993	+	161.0	1181.000	5.000000	24.0	0.7	32.54	5.17e-28	0.91
chr4-2400	chr4	154855692	154856605	+	161.0	913.000	18.000000	24.0	2.2	10.85	3.66e-17	0.91
chr5-6336	chr5	21372291	21373554	+	161.0	1263.000	6.000000	24.0	0.7	32.54	5.17e-28	0.93
chr5-4597	chr5	35278811	35280318	+	161.0	1507.000	10.000000	24.0	0.4	65.08	4.46e-35	0.85
chr5-7098	chr5	71700393	71701738	+	161.0	1345.000	5.000000	24.0	0.7	32.54	5.17e-28	0.92
chr5-3674	chr5	103655305	103656245	+	161.0	940.000	13.000000	24.0	2.2	10.85	3.66e-17	0.98
chr5-5565	chr5	108668868	108669945	+	161.0	1077.000	8.000000	24.0	0.4	65.08	4.46e-35	0.93
chr5-4791	chr5	118380273	118381684	+	161.0	1411.000	10.000000	24.0	0.7	32.54	5.17e-28	0.88
chr5-1950	chr5	122820843	122821769	+	161.0	926.000	20.000000	24.0	0.7	32.54	5.17e-28	0.91
chr5-2147	chr5	123228172	123229082	+	161.0	910.000	19.000000	24.0	0.7	32.54	5.17e-28	0.92
chr5-5280	chr5	135689004	135690102	+	161.0	1098.000	9.000000	24.0	0.7	32.54	5.17e-28	0.91
chr5-4430	chr5	135994709	135995684	+	161.0	975.000	11.000000	24.0	0.4	65.08	4.46e-35	0.93
chr6-1848	chr6	30958686	30959698	+	161.0	1012.000	16.000000	24.0	0.7	32.54	5.17e-28	0.91
chr6-1883	chr6	58596153	58597259	+	161.0	1106.000	16.000000	24.0	0.7	32.54	5.17e-28	0.89
chr6-1759	chr6	114642877	114644065	+	161.0	1188.000	17.000000	24.0	0.7	32.54	5.17e-28	0.90
chr6-1129	chr6	118138612	118139365	+	161.0	753.000	21.000000	24.0	1.5	16.27	4.41e-21	0.92
chr6-2471	chr6	120916184	120917121	+	161.0	937.000	14.000000	24.0	1.5	16.27	4.41e-21	0.93
chr6-3286	chr6	127453465	127454664	+	161.0	1199.000	11.000000	24.0	1.5	16.27	4.41e-21	0.89
chr6-3917	chr6	134640774	134641905	+	161.0	1131.000	9.000000	24.0	0.7	32.54	5.17e-28	0.92
chr7-1495	chr7	6343685	6344439	+	161.0	754.000	21.000000	24.0	0.7	32.54	5.17e-28	1.03
chr7-6945	chr7	6727412	6729331	+	161.0	1919.000	6.000000	24.0	1.5	16.27	4.41e-21	0.75
chr7-6953	chr7	10494540	10495711	+	161.0	1171.000	6.000000	24.0	0.4	65.08	4.46e-35	0.92
chr7-5746	chr7	13053836	13055296	+	161.0	1460.000	8.000000	24.0	1.5	16.27	4.41e-21	0.90
chr7-7008	chr7	19815681	19817798	+	161.0	2117.000	6.000000	24.0	0.7	32.54	5.17e-28	0.83
chr7-4820	chr7	24593512	24594800	+	161.0	1288.000	10.000000	24.0	0.4	65.08	4.46e-35	0.99
chr7-1539	chr7	29289033	29289794	+	161.0	761.000	21.000000	24.0	0.4	65.08	4.46e-35	1.05
chr7-4013	chr7	29303945	29305321	+	161.0	1376.000	12.000000	24.0	1.5	16.27	4.41e-21	0.88
chr7-4893	chr7	38084485	38086264	+	161.0	1779.000	10.000000	24.0	1.5	16.27	4.41e-21	0.67
chr7-7858	chr7	41598730	41600090	+	161.0	1360.000	5.000000	24.0	0.4	65.08	4.46e-35	0.99
chr7-7861	chr7	42692066	42693698	+	161.0	1632.000	5.000000	24.0	0.4	65.08	4.46e-35	0.91
chr7-1569	chr7	45488421	45489322	+	161.0	901.000	21.000000	24.0	0.4	65.08	4.46e-35	0.99
chr7-2203	chr7	45798140	45799043	+	161.0	903.000	18.000000	24.0	0.4	65.08	4.46e-35	0.99
chr7-2729	chr7	66427148	66428181	+	161.0	1033.000	16.000000	24.0	0.7	32.54	5.17e-28	0.91
chr7-3048	chr7	80186602	80187778	+	161.0	1176.000	15.000000	24.0	0.4	65.08	4.46e-35	0.91
chr7-3387	chr7	80323444	80324681	+	161.0	1237.000	14.000000	24.0	0.4	65.08	4.46e-35	0.90
chr7-6630	chr7	80386787	80388227	+	161.0	1440.000	7.000000	24.0	1.5	16.27	4.41e-21	0.87
chr7-1603	chr7	81493291	81494180	+	161.0	889.000	21.000000	24.0	0.4	65.08	4.46e-35	0.92
chr7-5524	chr7	96212573	96213768	+	161.0	1195.000	9.000000	24.0	0.4	65.08	4.46e-35	0.92
chr7-6092	chr7	101663560	101664599	+	161.0	1039.000	8.000000	24.0	1.5	16.27	4.41e-21	0.93
chr7-5096	chr7	120830574	120831632	+	161.0	1058.000	10.000000	24.0	0.4	65.08	4.46e-35	0.93
chr7-4685	chr7	131370950	131371885	+	161.0	935.000	11.000000	24.0	0.7	32.54	5.17e-28	0.93
chr7-4703	chr7	139581890	139583000	+	161.0	1110.000	11.000000	24.0	0.7	32.54	5.17e-28	0.93
chr7-3201	chr7	143685221	143686023	+	161.0	802.000	15.000000	24.0	0.4	65.08	4.46e-35	1.04
chr8-3549	chr8	3220707	3221834	+	161.0	1127.000	11.000000	24.0	0.7	32.54	5.17e-28	0.89
chr8-4507	chr8	9975466	9976556	+	161.0	1090.000	8.000000	24.0	0.4	65.08	4.46e-35	0.93
chr8-1547	chr8	20424258	20425191	+	161.0	933.000	20.000000	24.0	0.4	65.08	4.46e-35	0.89
chr8-3587	chr8	22974285	22975712	+	161.0	1427.000	11.000000	24.0	2.2	10.85	3.66e-17	0.85
chr8-3342	chr8	45358116	45358966	+	161.0	850.000	12.000000	24.0	0.4	65.08	4.46e-35	0.98
chr8-3909	chr8	46686495	46687517	+	161.0	1022.000	10.000000	24.0	0.7	32.54	5.17e-28	0.93
chr8-2364	chr8	70611000	70611915	+	161.0	915.000	16.000000	24.0	0.4	65.08	4.46e-35	0.93
chr8-3675	chr8	71507142	71508421	+	161.0	1279.000	11.000000	24.0	1.5	16.27	4.41e-21	0.91
chr8-4349	chr8	84701424	84702897	+	161.0	1473.000	9.000000	24.0	1.5	16.27	4.41e-21	0.91
chr8-5601	chr8	84985018	84986517	+	161.0	1499.000	6.000000	24.0	0.4	65.08	4.46e-35	0.91
chr8-1655	chr8	106683096	106683920	+	161.0	824.000	20.000000	24.0	0.4	65.08	4.46e-35	0.99
chr8-1361	chr8	111521646	111522277	+	161.0	631.000	22.000000	24.0	0.4	65.08	4.46e-35	1.03
chr9-3660	chr9	22327375	22328475	+	161.0	1100.000	11.000000	24.0	2.2	10.85	3.66e-17	0.92
chr9-2875	chr9	54917044	54917970	+	161.0	926.000	14.000000	24.0	0.7	32.54	5.17e-28	0.93
chr9-5631	chr9	55540645	55542546	+	161.0	1901.000	6.000000	24.0	0.7	32.54	5.17e-28	0.80
chr9-3738	chr9	56796013	56797128	+	161.0	1115.000	11.000000	24.0	0.7	32.54	5.17e-28	0.91
chr9-2894	chr9	59352887	59354002	+	161.0	1115.000	14.000000	24.0	1.5	16.27	4.41e-21	0.98
chr9-1125	chr9	60712776	60713410	+	161.0	634.000	23.000000	24.0	0.4	65.08	4.46e-35	0.93
chr9-5738	chr9	70420692	70422031	+	161.0	1339.000	6.000000	24.0	0.4	65.08	4.46e-35	0.92
chr9-4879	chr9	72437977	72439184	+	161.0	1207.000	8.000000	24.0	0.4	65.08	4.46e-35	0.99
chr9-1834	chr9	78113261	78114256	+	161.0	995.000	19.000000	24.0	0.7	32.54	5.17e-28	0.92
chr9-1029	chr9	95844845	95845474	+	161.0	629.000	24.000000	24.0	0.7	32.54	5.17e-28	0.94
chr9-2287	chr9	107935815	107936828	+	161.0	1013.000	17.000000	24.0	0.4	65.08	4.46e-35	0.92
chr9-2302	chr9	110953614	110954498	+	161.0	884.000	17.000000	24.0	0.4	65.08	4.46e-35	0.99
chr9-1216	chr9	122922959	122923585	+	161.0	626.000	23.000000	24.0	0.4	65.08	4.46e-35	0.94
chr10-5431	chr10	19907020	19907944	+	161.0	924.000	5.000000	24.0	0.7	32.54	5.17e-28	0.94
chr10-2728	chr10	31313211	31314150	+	161.0	939.000	13.000000	24.0	0.7	32.54	5.17e-28	0.98
chr10-3282	chr10	39133690	39134518	+	161.0	828.000	11.000000	24.0	1.5	16.27	4.41e-21	0.93
chr10-1374	chr10	39959691	39960443	+	161.0	752.000	20.000000	24.0	0.7	32.54	5.17e-28	0.93
chr10-4280	chr10	60106184	60107598	+	161.0	1414.000	8.000000	24.0	0.7	32.54	5.17e-28	0.90
chr10-1553	chr10	62230791	62231759	+	161.0	968.000	19.000000	24.0	0.4	65.08	4.46e-35	0.92
chr10-3677	chr10	75833801	75834838	+	161.0	1037.000	10.000000	24.0	0.4	65.08	4.46e-35	0.92
chr10-4010	chr10	77902046	77903487	+	161.0	1441.000	9.000000	24.0	0.7	32.54	5.17e-28	0.87
chr10-5099	chr10	77977978	77979213	+	161.0	1235.000	6.000000	24.0	0.4	65.08	4.46e-35	0.91
chr10-3375	chr10	78779893	78781003	+	161.0	1110.000	11.000000	24.0	0.4	65.08	4.46e-35	0.92
chr10-5113	chr10	79716266	79717503	+	161.0	1237.000	6.000000	24.0	1.5	16.27	4.41e-21	0.99
chr10-1339	chr10	128270369	128271267	+	161.0	898.000	21.000000	24.0	1.5	16.27	4.41e-21	0.93
chr10-1345	chr10	128668868	128669626	+	161.0	758.000	21.000000	24.0	0.7	32.54	5.17e-28	0.99
chr11-10102	chr11	6064619	6066237	+	161.0	1618.000	4.000000	24.0	0.4	65.08	4.46e-35	0.88
chr11-3534	chr11	28583374	28584289	+	161.0	915.000	16.000000	24.0	0.7	32.54	5.17e-28	0.90
chr11-3212	chr11	30649100	30649862	+	161.0	762.000	17.000000	24.0	0.7	32.54	5.17e-28	0.93
chr11-2087	chr11	32226440	32227202	+	161.0	762.000	21.000000	24.0	1.5	16.27	4.41e-21	0.98
chr11-2373	chr11	55460665	55461431	+	161.0	766.000	20.000000	24.0	0.7	32.54	5.17e-28	1.03
chr11-2666	chr11	57827519	57828462	+	161.0	943.000	19.000000	24.0	0.4	65.08	4.46e-35	0.92
chr11-4756	chr11	69015661	69016601	+	161.0	940.000	13.000000	24.0	0.7	32.54	5.17e-28	0.93
chr11-7334	chr11	77512369	77513576	+	161.0	1207.000	8.000000	24.0	2.2	10.85	3.66e-17	0.99
chr11-3992	chr11	78696752	78697545	+	161.0	793.000	15.000000	24.0	0.4	65.08	4.46e-35	0.93
chr11-2459	chr11	80377568	80378493	+	161.0	925.000	20.000000	24.0	0.4	65.08	4.46e-35	0.92
chr11-7406	chr11	93098087	93100338	+	161.0	2251.000	8.000000	24.0	0.4	65.08	4.46e-35	0.87
chr11-9686	chr11	95839932	95842250	+	161.0	2318.000	5.000000	24.0	1.5	16.27	4.41e-21	0.80
chr11-10019	chr11	120315731	120317179	+	161.0	1448.000	5.000000	24.0	1.5	16.27	4.41e-21	0.89
chr12-2251	chr12	3959742	3960858	+	161.0	1116.000	12.000000	24.0	1.5	16.27	4.41e-21	0.93
chr12-2264	chr12	8973613	8974596	+	161.0	983.000	12.000000	24.0	0.7	32.54	5.17e-28	0.99
chr12-1753	chr12	28751624	28752546	+	161.0	922.000	15.000000	24.0	1.5	16.27	4.41e-21	0.93
chr12-2966	chr12	54067488	54068954	+	161.0	1466.000	9.000000	24.0	1.5	16.27	4.41e-21	0.83
chr12-3524	chr12	57230215	57231438	+	161.0	1223.000	7.000000	24.0	0.7	32.54	5.17e-28	0.92
chr12-3240	chr12	58267809	58268922	+	161.0	1113.000	8.000000	24.0	0.7	32.54	5.17e-28	0.92
chr12-3333	chr12	86891581	86892963	+	161.0	1382.000	8.000000	24.0	3.0	8.14	1.80e-14	0.91
chr12-3657	chr12	102438633	102439808	+	161.0	1175.000	7.000000	24.0	1.5	16.27	4.41e-21	0.92
chr12-2866	chr12	110991686	110992820	+	161.0	1134.000	10.000000	24.0	2.2	10.85	3.66e-17	0.93
chr12-2237	chr12	116077311	116078289	+	161.0	978.000	13.000000	24.0	1.5	16.27	4.41e-21	0.98
chr13-3775	chr13	3892323	3893731	+	161.0	1408.000	7.000000	24.0	0.4	65.08	4.46e-35	0.91
chr13-3190	chr13	23449272	23450699	+	161.0	1427.000	9.000000	24.0	0.7	32.54	5.17e-28	0.85
chr13-4667	chr13	23505275	23506660	+	161.0	1385.000	5.000000	24.0	1.5	16.27	4.41e-21	0.90
chr13-3527	chr13	30749019	30751050	+	161.0	2031.000	8.000000	24.0	0.4	65.08	4.46e-35	0.67
chr13-1082	chr13	50417802	50418715	+	161.0	913.000	20.000000	24.0	0.4	65.08	4.46e-35	0.92
chr13-4393	chr13	67305606	67306806	+	161.0	1200.000	6.000000	24.0	0.7	32.54	5.17e-28	0.93
chr13-2310	chr13	74493834	74494945	+	161.0	1111.000	13.000000	24.0	1.5	16.27	4.41e-21	0.93
chr13-1121	chr13	76018068	76018973	+	161.0	905.000	20.000000	24.0	0.7	32.54	5.17e-28	0.92
chr13-3371	chr13	94883023	94884144	+	161.0	1121.000	9.000000	24.0	0.4	65.08	4.46e-35	0.93
chr13-4088	chr13	109632457	109634204	+	161.0	1747.000	7.000000	24.0	1.5	16.27	4.41e-21	1.00
chr14-1909	chr14	27622316	27623323	+	161.0	1007.000	13.000000	24.0	2.2	10.85	3.66e-17	0.93
chr14-3279	chr14	32165157	32166367	+	161.0	1210.000	7.000000	24.0	0.7	32.54	5.17e-28	0.98
chr14-2411	chr14	63943570	63944838	+	161.0	1268.000	11.000000	24.0	2.2	10.85	3.66e-17	0.91
chr15-3039	chr15	12738991	12740051	+	161.0	1060.000	9.000000	24.0	1.5	16.27	4.41e-21	0.93
chr15-2558	chr15	44619155	44620462	+	161.0	1307.000	11.000000	24.0	1.5	16.27	4.41e-21	0.90
chr15-2815	chr15	53901868	53903053	+	161.0	1185.000	10.000000	24.0	0.4	65.08	4.46e-35	0.91
chr15-2174	chr15	75968964	75969865	+	161.0	901.000	13.000000	24.0	0.7	32.54	5.17e-28	0.93
chr15-4137	chr15	76231729	76233365	+	161.0	1636.000	6.000000	24.0	0.4	65.08	4.46e-35	0.87
chr15-1155	chr15	76715314	76716241	+	161.0	927.000	19.000000	24.0	0.7	32.54	5.17e-28	0.92
chr15-2187	chr15	78428495	78429517	+	161.0	1022.000	13.000000	24.0	1.5	16.27	4.41e-21	0.92
chr15-3845	chr15	85821114	85822322	+	161.0	1208.000	7.000000	24.0	0.4	65.08	4.46e-35	0.92
chr15-4675	chr15	88836561	88838122	+	161.0	1561.000	5.000000	24.0	2.2	10.85	3.66e-17	0.85
chr15-3870	chr15	91190978	91192625	+	161.0	1647.000	7.000000	24.0	0.7	32.54	5.17e-28	0.88
chr15-3220	chr15	98167252	98168541	+	161.0	1289.000	9.000000	24.0	0.4	65.08	4.46e-35	0.91
chr15-1873	chr15	100636449	100637637	+	161.0	1188.000	15.000000	24.0	0.4	65.08	4.46e-35	0.99
chr15-2719	chr15	102102780	102104447	+	161.0	1667.000	11.000000	24.0	2.2	10.85	3.66e-17	0.80
chr16-1859	chr16	4679034	4680013	+	161.0	979.000	12.000000	24.0	1.5	16.27	4.41e-21	0.98
chr16-972	chr16	8671641	8672543	+	161.0	902.000	19.000000	24.0	0.4	65.08	4.46e-35	0.92
chr16-2400	chr16	15084570	15085774	+	161.0	1204.000	9.000000	24.0	0.7	32.54	5.17e-28	0.92
chr16-1476	chr16	30069924	30071025	+	161.0	1101.000	15.000000	24.0	0.7	32.54	5.17e-28	0.88
chr16-3171	chr16	45093295	45095499	+	161.0	2204.000	6.000000	24.0	0.7	32.54	5.17e-28	0.85
chr16-2715	chr16	63863328	63864629	+	161.0	1301.000	8.000000	24.0	0.7	32.54	5.17e-28	0.90
chr16-680	chr16	96159121	96159760	+	161.0	639.000	23.000000	24.0	0.4	65.08	4.46e-35	0.98
chr17-2623	chr17	5941103	5942074	+	161.0	971.000	13.000000	24.0	0.4	65.08	4.46e-35	0.98
chr17-1835	chr17	6430060	6431167	+	161.0	1107.000	17.000000	24.0	0.4	65.08	4.46e-35	0.75
chr17-3472	chr17	23924484	23925720	+	161.0	1236.000	10.000000	24.0	0.4	65.08	4.46e-35	0.92
chr17-2240	chr17	24752681	24753577	+	161.0	896.000	15.000000	24.0	3.0	8.14	1.80e-14	0.92
chr17-3495	chr17	25784682	25785813	+	161.0	1131.000	10.000000	24.0	0.7	32.54	5.17e-28	0.92
chr17-4897	chr17	26200594	26201699	+	161.0	1105.000	6.000000	24.0	0.4	65.08	4.46e-35	0.98
chr17-4520	chr17	27564687	27566027	+	161.0	1340.000	7.000000	24.0	0.7	32.54	5.17e-28	0.92
chr17-2966	chr17	32113723	32114816	+	161.0	1093.000	12.000000	24.0	0.7	32.54	5.17e-28	0.99
chr17-1748	chr17	36314902	36315819	+	161.0	917.000	18.000000	24.0	0.4	65.08	4.46e-35	0.92
chr17-2152	chr17	56507152	56508091	+	161.0	939.000	16.000000	24.0	0.7	32.54	5.17e-28	0.93
chr17-4016	chr17	69968856	69970831	+	161.0	1975.000	9.000000	24.0	2.2	10.85	3.66e-17	0.75
chr17-1188	chr17	83276079	83276994	+	161.0	915.000	22.000000	24.0	0.4	65.08	4.46e-35	0.90
chr17-4056	chr17	87745522	87746877	+	161.0	1355.000	9.000000	24.0	2.2	10.85	3.66e-17	0.90
chr17-2860	chr17	94864385	94865369	+	161.0	984.000	13.000000	24.0	1.5	16.27	4.41e-21	0.93
chr18-2279	chr18	23038988	23040579	+	161.0	1591.000	9.000000	24.0	1.5	16.27	4.41e-21	0.85
chr18-1736	chr18	34247142	34248230	+	161.0	1088.000	12.000000	24.0	2.2	10.85	3.66e-17	1.06
chr18-618	chr18	35661675	35662500	+	161.0	825.000	22.000000	24.0	0.4	65.08	4.46e-35	0.98
chr18-2109	chr18	37643563	37644663	+	161.0	1100.000	10.000000	24.0	0.4	65.08	4.46e-35	0.92
chr18-1373	chr18	37969240	37970340	+	161.0	1100.000	15.000000	24.0	1.5	16.27	4.41e-21	0.90
chr18-3303	chr18	37997146	37999175	+	161.0	2029.000	5.000000	24.0	0.4	65.08	4.46e-35	0.87
chr18-1951	chr18	44811741	44812930	+	161.0	1189.000	11.000000	24.0	0.4	65.08	4.46e-35	0.91
chr18-3414	chr18	65347333	65349761	+	161.0	2428.000	5.000000	24.0	2.2	10.85	3.66e-17	0.83
chr18-3099	chr18	66457796	66459374	+	161.0	1578.000	6.000000	24.0	0.7	32.54	5.17e-28	0.91
chr18-661	chr18	77794517	77795150	+	161.0	633.000	22.000000	24.0	0.4	65.08	4.46e-35	0.98
chr18-589	chr18	80200298	80200928	+	161.0	630.000	23.000000	24.0	0.4	65.08	4.46e-35	0.93
chr19-1149	chr19	4838824	4839932	+	161.0	1108.000	18.000000	24.0	1.5	16.27	4.41e-21	0.88
chr19-2829	chr19	32107353	32108367	+	161.0	1014.000	9.000000	24.0	0.4	65.08	4.46e-35	0.92
chr19-3658	chr19	36903739	36905047	+	161.0	1308.000	6.000000	24.0	1.5	16.27	4.41e-21	0.99
chr19-1669	chr19	40872905	40873819	+	161.0	914.000	15.000000	24.0	0.7	32.54	5.17e-28	0.92
